id,visit_id,visitor_id,domain,url,country,date,page_views,time on site
v57058,visit_39651,visitor_1325,domain_2,url_33,c_17,2013-06-19 09:58:45,1,7
v57059,visit_35294,visitor_1325,domain_2,url_47,c_17,2013-11-30 16:20:21,1,671
v57061,visit_39652,visitor_35411,domain_2,url_106,c_12,2013-11-10 06:04:13,1,0
v57063,visit_8496,visitor_8020,domain_2,url_109,c_03,2014-04-02 19:12:09,1,17
v57064,visit_39654,visitor_1326,domain_2,url_109,c_03,2014-03-19 07:16:24,1,0
v57065,visit_35307,visitor_31740,domain_2,url_68,c_27,2013-11-27 20:05:52,1,0
v57069,visit_39642,visitor_35404,domain_2,url_92,c_17,2014-02-07 13:02:09,0,720
v57070,visit_39657,visitor_35415,domain_2,url_141,c_01,2013-06-16 20:26:14,1,0
v57071,visit_1602,visitor_1367,domain_2,url_74,c_09,2013-03-09 08:34:54,1,0
v57073,visit_39659,visitor_35417,domain_2,url_47,c_17,2013-09-07 02:34:00,1,0
v57075,visit_8545,visitor_8062,domain_2,url_47,c_06,2014-01-11 17:46:09,1,18
v57076,visit_39661,visitor_35419,domain_1,url_9,c_21,2013-07-06 16:37:39,1,0
v57078,visit_14890,visitor_13847,domain_2,url_56,c_07,2013-10-09 19:15:19,1,78
v57079,visit_39662,visitor_35420,domain_2,url_107,c_03,2013-09-26 02:36:04,1,0
v57080,visit_39663,visitor_35421,domain_2,url_140,c_08,2013-02-10 22:08:49,1,0
v57081,visit_14820,visitor_13790,domain_2,url_106,c_12,2013-08-20 10:14:37,1,83
v57083,visit_39665,visitor_1343,domain_2,url_101,c_05,2013-09-29 11:00:55,1,31
v57084,visit_39666,visitor_1413,domain_2,url_107,c_03,2013-02-20 23:54:27,1,0
v57085,visit_35324,visitor_1413,domain_2,url_109,c_03,2013-04-14 07:26:15,1,33
v57089,visit_1388,visitor_1325,domain_2,url_47,c_17,2014-03-11 10:40:05,1,0
v57090,visit_1432,visitor_1326,domain_2,url_107,c_03,2014-03-21 01:42:46,0,68
v57091,visit_1600,visitor_1326,domain_2,url_109,c_03,2014-03-22 02:27:50,1,3
v57092,visit_1600,visitor_1326,domain_2,url_122,c_03,2014-03-22 02:49:57,1,13
v57093,visit_39667,visitor_35423,domain_2,url_126,c_01,2013-02-07 20:30:42,1,0
v57094,visit_39607,visitor_35375,domain_2,url_114,c_01,2013-11-26 10:48:35,1,10
v57096,visit_25863,visitor_23578,domain_2,url_122,c_03,2014-04-17 10:17:07,1,27
v57097,visit_25751,visitor_1343,domain_2,url_25,c_05,2013-12-04 10:51:53,1,112
v57099,visit_39668,visitor_35424,domain_2,url_66,c_29,2013-09-19 01:57:49,1,0
v57100,visit_14814,visitor_13784,domain_2,url_42,c_26,2013-06-25 15:49:43,1,20
v57103,visit_39669,visitor_1343,domain_2,url_25,c_05,2013-12-04 13:47:56,1,710
v57104,visit_39670,visitor_23585,domain_2,url_141,c_01,2014-02-21 10:57:34,1,0
v57106,visit_39671,visitor_35425,domain_2,url_47,c_17,2013-09-01 11:50:16,1,0
v57107,visit_1413,visitor_1345,domain_2,url_28,c_01,2013-10-06 11:21:03,1,730
v57108,visit_39672,visitor_31755,domain_2,url_47,c_17,2013-09-01 01:17:21,1,0
v57110,visit_39673,visitor_8099,domain_2,url_90,c_17,2013-07-19 12:29:55,1,0
v57111,visit_20448,visitor_18833,domain_2,url_54,c_07,2013-06-05 15:21:27,1,181
v57112,visit_8585,visitor_1349,domain_2,url_66,c_26,2013-05-06 05:00:37,1,0
v57113,visit_39674,visitor_35426,domain_2,url_118,c_01,2013-03-21 19:56:31,1,4
v57115,visit_39676,visitor_13816,domain_2,url_39,c_12,2014-02-20 10:35:05,1,0
v57116,visit_39677,visitor_1436,domain_2,url_140,c_08,2014-02-01 21:01:11,1,0
v57122,visit_39680,visitor_35430,domain_2,url_133,c_27,2013-10-19 16:40:44,1,0
v57123,visit_39681,visitor_35431,domain_2,url_43,c_02,2013-03-05 18:33:43,1,0
v57124,visit_39682,visitor_35432,domain_2,url_140,c_08,2014-03-20 01:01:03,1,0
v57125,visit_39683,visitor_35433,domain_2,url_35,c_12,2013-11-08 21:31:55,1,0
v57126,visit_39684,visitor_35434,domain_2,url_41,c_23,2014-01-28 20:27:49,1,0
v57129,visit_39686,visitor_1446,domain_2,url_61,c_05,2014-04-08 21:08:24,1,0
v57130,visit_39687,visitor_35436,domain_2,url_52,c_05,2013-12-30 22:53:28,1,304
v57131,visit_39688,visitor_35437,domain_2,url_95,c_11,2013-03-02 23:16:17,1,0
v57132,visit_39689,visitor_35438,domain_2,url_129,c_19,2014-02-10 09:56:08,1,4
v57135,visit_39690,visitor_35439,domain_2,url_94,c_11,2014-05-09 18:55:24,1,0
v57136,visit_39691,visitor_35440,domain_2,url_84,c_08,2013-11-24 14:41:56,1,1
v57138,visit_39693,visitor_35442,domain_2,url_106,c_12,2013-08-27 21:24:37,1,0
v57139,visit_39694,visitor_35443,domain_2,url_52,c_05,2014-05-07 21:49:40,1,0
v57140,visit_39695,visitor_35444,domain_2,url_71,c_03,2013-02-13 07:10:17,1,0
v57141,visit_39696,visitor_35445,domain_2,url_57,c_34,2013-06-29 20:42:00,1,0
v57142,visit_1578,visitor_1501,domain_2,url_42,c_03,2013-01-02 00:17:02,1,14
v57143,visit_1578,visitor_1501,domain_2,url_42,c_03,2013-01-02 00:17:26,1,0
v57144,visit_39697,visitor_35446,domain_2,url_113,c_11,2014-03-12 21:35:45,1,16
v57145,visit_8657,visitor_8164,domain_2,url_89,c_22,2014-01-15 19:01:15,1,203
v57147,visit_39698,visitor_13827,domain_2,url_21,c_15,2013-09-21 13:53:41,1,0
v57148,visit_20507,visitor_18883,domain_2,url_123,c_11,2013-11-26 17:20:37,1,124
v57149,visit_39699,visitor_35447,domain_2,url_12,c_13,2013-08-27 17:42:05,1,0
v57151,visit_39701,visitor_35448,domain_2,url_91,c_22,2014-05-11 18:56:52,1,17
v57152,visit_39702,visitor_31800,domain_2,url_113,c_02,2014-04-17 18:53:49,1,0
v57153,visit_1535,visitor_1459,domain_1,url_8,c_21,2013-07-03 21:50:25,0,1
v57154,visit_1535,visitor_1459,domain_1,url_6,c_21,2013-07-03 21:57:03,1,2
v57155,visit_1535,visitor_1459,domain_1,url_2,c_21,2013-07-03 22:00:09,1,1
v57156,visit_39703,visitor_35449,domain_2,url_87,c_05,2013-10-14 10:15:55,1,0
v57157,visit_39704,visitor_35450,domain_2,url_31,c_04,2014-05-27 19:24:05,1,0
v57159,visit_39706,visitor_35452,domain_2,url_13,c_13,2013-01-12 19:33:55,1,0
v57160,visit_25841,visitor_23564,domain_2,url_88,c_02,2013-12-09 07:18:47,0,0
v57163,visit_39709,visitor_35455,domain_2,url_108,c_17,2013-09-20 20:51:28,1,0
v57164,visit_30704,visitor_27770,domain_2,url_127,c_17,2013-06-10 12:28:02,1,7
v57165,visit_20473,visitor_18854,domain_2,url_78,c_11,2014-03-14 19:36:56,1,40
v57168,visit_39711,visitor_23588,domain_1,url_7,c_14,2013-04-22 19:23:24,1,0
v57169,visit_8683,visitor_1454,domain_2,url_29,c_11,2013-05-16 13:28:00,1,14
v57170,visit_35389,visitor_31801,domain_2,url_141,c_01,2013-01-04 10:52:15,1,7
v57172,visit_39665,visitor_1343,domain_2,url_32,c_05,2013-09-29 11:01:56,1,0
v57173,visit_39713,visitor_35458,domain_2,url_73,c_11,2013-05-23 19:29:12,1,0
v57175,visit_1600,visitor_1326,domain_2,url_71,c_03,2014-03-22 02:27:41,1,9
v57176,visit_1489,visitor_1415,domain_2,url_34,c_05,2013-04-26 19:45:04,1,32
v57177,visit_1436,visitor_1367,domain_2,url_25,c_09,2013-03-06 10:33:09,1,0
v57178,visit_39714,visitor_35459,domain_2,url_18,c_13,2014-01-01 21:15:26,1,0
v57179,visit_39715,visitor_35460,domain_2,url_106,c_12,2013-11-12 20:48:25,1,0
v57180,visit_14833,visitor_13801,domain_2,url_57,c_07,2013-05-25 11:54:25,1,0
v57182,visit_14817,visitor_13787,domain_1,url_8,c_20,2013-06-13 10:59:55,0,0
v57183,visit_39716,visitor_35461,domain_2,url_18,c_13,2014-03-31 11:19:03,1,0
v57184,visit_39717,visitor_1343,domain_2,url_96,c_05,2013-12-27 09:18:23,1,4
v57185,visit_39718,visitor_1343,domain_2,url_36,c_05,2014-03-05 11:59:33,1,0
v57186,visit_39719,visitor_1413,domain_2,url_107,c_03,2013-03-11 00:11:32,1,0
v57187,visit_1395,visitor_1332,domain_2,url_12,c_01,2013-01-27 17:41:52,1,0
v57189,visit_39721,visitor_35463,domain_2,url_139,c_01,2013-05-23 09:45:35,1,0
v57195,visit_39724,visitor_8099,domain_2,url_90,c_17,2013-07-20 22:20:52,1,0
v57196,visit_39725,visitor_18839,domain_2,url_74,c_05,2013-03-15 16:05:31,1,0
v57197,visit_39726,visitor_8155,domain_2,url_52,c_06,2014-01-14 20:30:00,1,0
v57200,visit_39727,visitor_1497,domain_2,url_31,c_06,2014-04-04 12:53:36,1,0
v57201,visit_39728,visitor_35465,domain_2,url_132,c_17,2013-11-08 15:03:55,1,0
v57204,visit_35396,visitor_31808,domain_2,url_61,c_05,2013-10-20 15:05:57,1,0
v57208,visit_39734,visitor_35470,domain_2,url_31,c_17,2014-05-07 19:57:35,1,0
v57209,visit_14922,visitor_13876,domain_2,url_125,c_06,2014-01-11 16:31:12,1,5
v57213,visit_14873,visitor_13833,domain_2,url_108,c_17,2013-12-14 19:28:53,0,17
v57215,visit_39691,visitor_35440,domain_2,url_121,c_08,2013-11-24 14:38:32,1,203
v57219,visit_14871,visitor_13831,domain_2,url_86,c_03,2013-10-28 01:06:33,1,6
v57220,visit_39738,visitor_35474,domain_2,url_126,c_02,2014-01-12 23:39:52,1,0
v57222,visit_39740,visitor_35476,domain_2,url_94,c_11,2014-04-03 19:53:01,1,0
v57223,visit_8474,visitor_7999,domain_2,url_56,c_33,2013-11-12 17:52:33,1,0
v57227,visit_39741,visitor_35477,domain_2,url_84,c_08,2013-11-23 20:29:17,1,33
v57228,visit_20417,visitor_8021,domain_2,url_119,c_05,2014-04-05 00:00:39,1,37
v57229,visit_39742,visitor_35478,domain_2,url_82,c_16,2013-01-10 08:25:08,1,0
v57231,visit_20507,visitor_18883,domain_2,url_117,c_11,2013-11-26 17:27:54,1,9
v57232,visit_1535,visitor_1459,domain_1,url_2,c_21,2013-07-03 21:53:32,1,53
v57240,visit_8691,visitor_8195,domain_2,url_31,c_17,2013-09-29 22:05:58,1,111
v57242,visit_39748,visitor_35483,domain_2,url_38,c_01,2013-03-27 13:24:03,1,0
v57243,visit_20531,visitor_18905,domain_1,url_2,c_07,2013-10-04 13:05:14,1,7
v57245,visit_39749,visitor_8205,domain_2,url_108,c_17,2014-01-30 15:53:02,1,0
v57246,visit_39750,visitor_35484,domain_2,url_121,c_19,2013-04-09 21:18:38,1,0
v57247,visit_39751,visitor_31825,domain_2,url_113,c_22,2014-05-17 07:12:29,1,0
v57248,visit_1628,visitor_1547,domain_2,url_58,c_17,2013-12-11 16:37:19,1,63
v57250,visit_39753,visitor_35486,domain_2,url_56,c_15,2014-05-22 10:50:59,1,0
v57254,visit_20540,visitor_18913,domain_2,url_90,c_17,2013-08-28 17:20:22,1,12
v57256,visit_1637,visitor_1555,domain_2,url_56,c_11,2013-12-04 17:53:53,1,26
v57257,visit_1637,visitor_1555,domain_2,url_56,c_11,2013-12-04 17:55:56,1,0
v57258,visit_1638,visitor_1555,domain_2,url_68,c_11,2013-12-05 11:18:29,1,0
v57259,visit_39755,visitor_35488,domain_2,url_114,c_01,2013-01-03 11:10:23,1,0
v57260,visit_39756,visitor_35489,domain_2,url_133,c_11,2013-08-28 16:25:03,1,0
v57263,visit_25907,visitor_8219,domain_2,url_16,c_14,2013-07-07 18:14:52,1,202
v57267,visit_39759,visitor_35492,domain_2,url_139,c_01,2013-02-01 10:16:08,1,0
v57268,visit_39760,visitor_35492,domain_2,url_139,c_01,2013-02-01 11:53:37,1,0
v57272,visit_39762,visitor_35494,domain_2,url_18,c_02,2014-05-24 21:51:45,1,0
v57274,visit_39763,visitor_35495,domain_2,url_24,c_13,2013-03-05 13:21:12,1,0
v57275,visit_39764,visitor_35496,domain_2,url_138,c_12,2013-01-11 22:48:48,1,0
v57276,visit_39691,visitor_35440,domain_2,url_84,c_08,2013-11-24 14:36:12,1,37
v57279,visit_1637,visitor_1555,domain_2,url_56,c_11,2013-12-04 17:52:46,1,13
v57280,visit_39766,visitor_35498,domain_2,url_67,c_13,2013-12-27 13:16:58,1,0
v57281,visit_39767,visitor_35499,domain_2,url_140,c_08,2014-05-24 12:28:07,1,0
v57283,visit_20580,visitor_13171,domain_2,url_129,c_08,2014-04-10 15:18:44,1,14
v57284,visit_14144,visitor_13172,domain_1,url_7,c_21,2013-02-10 17:42:29,1,0
v57288,visit_39769,visitor_35501,domain_2,url_118,c_01,2013-04-18 11:07:48,1,0
v57289,visit_39770,visitor_35502,domain_1,url_6,c_21,2014-01-31 00:51:18,1,0
v57291,visit_39772,visitor_35504,domain_2,url_27,c_17,2013-01-12 14:50:34,1,0
v57294,visit_39774,visitor_35506,domain_1,url_2,c_34,2013-09-10 18:27:59,1,0
v57295,visit_39775,visitor_35506,domain_1,url_2,c_34,2013-09-11 03:09:16,1,0
v57296,visit_39776,visitor_35507,domain_2,url_121,c_28,2013-10-05 21:45:01,1,0
v57297,visit_39777,visitor_35508,domain_2,url_140,c_09,2013-07-06 09:09:53,1,0
v57300,visit_39779,visitor_35509,domain_1,url_7,c_01,2013-05-29 23:02:48,1,0
v57303,visit_39780,visitor_35510,domain_2,url_136,c_12,2013-10-30 06:41:55,1,148
v57304,visit_8755,visitor_8254,domain_2,url_35,c_12,2013-08-19 22:23:12,1,3
v57305,visit_34733,visitor_31241,domain_2,url_90,c_17,2013-01-04 12:42:56,1,76
v57306,visit_25951,visitor_23655,domain_2,url_112,c_11,2013-06-14 19:54:51,1,19
v57307,visit_39781,visitor_35511,domain_2,url_118,c_01,2013-09-19 13:24:11,1,0
v57312,visit_20603,visitor_18967,domain_2,url_106,c_12,2013-08-19 08:45:28,1,20
v57313,visit_39784,visitor_35514,domain_2,url_44,c_14,2013-01-30 18:22:11,1,0
v57314,visit_39785,visitor_35515,domain_2,url_117,c_11,2014-02-02 18:32:56,1,0
v57316,visit_30802,visitor_27854,domain_2,url_23,c_03,2013-04-16 04:21:36,1,0
v57317,visit_39786,visitor_35516,domain_2,url_18,c_32,2014-02-09 12:05:43,1,0
v57318,visit_25957,visitor_23660,domain_2,url_108,c_17,2014-05-16 15:57:33,1,0
v57320,visit_39787,visitor_35517,domain_2,url_93,c_11,2013-04-25 17:46:13,1,0
v57323,visit_25962,visitor_23664,domain_2,url_68,c_15,2014-05-28 01:45:19,1,373
v57324,visit_25962,visitor_23664,domain_2,url_56,c_15,2014-05-28 01:51:32,1,5
v57325,visit_39789,visitor_35519,domain_2,url_27,c_17,2013-09-27 23:30:26,1,0
v57326,visit_39790,visitor_35520,domain_2,url_125,c_06,2013-05-04 17:20:13,1,0
v57327,visit_20612,visitor_18975,domain_2,url_107,c_03,2013-05-31 12:52:33,1,20
v57328,visit_39791,visitor_35521,domain_2,url_39,c_12,2014-04-09 20:58:30,1,0
v57329,visit_39792,visitor_35522,domain_2,url_92,c_17,2014-02-26 17:23:02,1,0
v57330,visit_39793,visitor_35523,domain_1,url_4,c_21,2013-05-25 04:34:44,1,70
v57331,visit_39794,visitor_35524,domain_2,url_41,c_23,2013-10-15 16:30:23,1,90
v57334,visit_39796,visitor_35526,domain_2,url_142,c_07,2014-04-14 21:09:52,1,0
v57335,visit_39797,visitor_35527,domain_2,url_76,c_10,2013-08-07 20:38:45,1,0
v57336,visit_39798,visitor_35528,domain_2,url_33,c_17,2014-03-09 12:31:42,1,0
v57338,visit_39799,visitor_1621,domain_2,url_37,c_17,2013-11-28 15:48:04,1,21
v57340,visit_30820,visitor_8285,domain_1,url_3,c_07,2013-02-16 12:50:36,1,3
v57341,visit_39801,visitor_35530,domain_2,url_26,c_12,2013-02-19 00:57:20,1,0
v57342,visit_20623,visitor_1627,domain_2,url_33,c_11,2013-09-28 11:35:18,1,105
v57349,visit_39806,visitor_35531,domain_2,url_132,c_17,2013-11-25 11:18:59,1,0
v57351,visit_20629,visitor_18987,domain_2,url_132,c_17,2013-11-21 21:13:56,1,0
v57353,visit_39809,visitor_35534,domain_2,url_28,c_01,2014-01-10 12:19:38,1,0
v57354,visit_1727,visitor_1632,domain_2,url_91,c_01,2013-02-21 19:36:35,1,11
v57355,visit_39810,visitor_35535,domain_2,url_25,c_06,2013-01-28 09:15:29,1,216
v57357,visit_39812,visitor_35537,domain_2,url_132,c_04,2014-04-02 18:55:22,1,136
v57358,visit_39813,visitor_35538,domain_2,url_94,c_11,2013-10-26 11:20:35,1,0
v57360,visit_39815,visitor_35540,domain_1,url_3,c_21,2014-03-12 18:31:22,1,0
v57363,visit_39817,visitor_35542,domain_1,url_8,c_14,2013-09-23 04:18:25,1,0
v57364,visit_20642,visitor_19000,domain_2,url_45,c_01,2013-01-23 13:56:08,0,0
v57366,visit_39819,visitor_35544,domain_2,url_56,c_07,2013-11-09 10:21:59,1,9
v57367,visit_1737,visitor_1642,domain_2,url_68,c_09,2014-04-11 11:47:37,0,0
v57368,visit_1740,visitor_1645,domain_2,url_91,c_02,2013-01-29 19:26:49,1,0
v57369,visit_1740,visitor_1645,domain_2,url_91,c_02,2013-01-29 19:26:49,1,0
v57372,visit_39821,visitor_35545,domain_1,url_4,c_21,2013-07-19 13:44:34,1,0
v57374,visit_39823,visitor_35547,domain_2,url_24,c_12,2013-02-27 19:36:40,1,0
v57375,visit_39824,visitor_35548,domain_2,url_120,c_03,2014-03-05 16:05:22,1,0
v57376,visit_25989,visitor_23686,domain_2,url_105,c_08,2014-03-26 01:00:25,1,92
v57377,visit_39825,visitor_35549,domain_2,url_42,c_03,2013-05-28 03:50:29,1,0
v57379,visit_1747,visitor_1652,domain_1,url_8,c_21,2014-03-01 01:39:28,0,3
v57380,visit_1747,visitor_1652,domain_1,url_8,c_21,2014-03-01 01:40:51,0,25
v57382,visit_39827,visitor_35551,domain_2,url_102,c_05,2013-12-04 00:20:50,1,13
v57386,visit_39830,visitor_35554,domain_2,url_28,c_01,2013-11-23 19:41:44,1,0
v57387,visit_39831,visitor_35555,domain_2,url_58,c_17,2013-11-28 09:26:30,1,0
v57389,visit_1758,visitor_1663,domain_2,url_131,c_03,2014-01-24 16:12:59,1,42
v57390,visit_1758,visitor_1663,domain_2,url_120,c_03,2014-01-24 16:19:16,1,58
v57394,visit_39834,visitor_35558,domain_2,url_51,c_02,2013-09-17 08:55:07,1,0
v57395,visit_39835,visitor_35559,domain_2,url_140,c_08,2014-05-28 13:41:08,1,0
v57397,visit_39837,visitor_35561,domain_1,url_3,c_21,2013-08-30 15:28:03,1,0
v57398,visit_39838,visitor_35562,domain_2,url_117,c_11,2013-06-28 22:18:52,1,141
v57400,visit_39840,visitor_35564,domain_2,url_18,c_20,2014-01-06 12:22:51,1,0
v57401,visit_8833,visitor_8327,domain_2,url_122,c_03,2014-04-17 07:04:39,1,5
v57402,visit_39841,visitor_35565,domain_2,url_127,c_23,2013-07-17 01:19:17,1,0
v57404,visit_39842,visitor_35566,domain_2,url_25,c_05,2013-03-29 14:36:44,1,124
v57405,visit_15042,visitor_13983,domain_2,url_104,c_21,2013-09-19 15:03:33,1,1
v57410,visit_15048,visitor_8342,domain_2,url_131,c_03,2013-09-14 01:02:41,1,42
v57413,visit_39849,visitor_35572,domain_2,url_121,c_08,2013-07-28 05:08:38,1,0
v57414,visit_39850,visitor_35573,domain_2,url_109,c_03,2014-05-29 17:55:40,1,0
v57417,visit_1789,visitor_1694,domain_1,url_3,c_21,2014-02-06 15:57:27,0,1
v57423,visit_20683,visitor_19034,domain_2,url_56,c_07,2013-11-14 22:34:54,1,50
v57426,visit_35467,visitor_31869,domain_2,url_106,c_12,2013-08-15 07:18:59,1,0
v57428,visit_39857,visitor_35579,domain_2,url_13,c_02,2013-02-23 18:54:38,1,0
v57431,visit_39858,visitor_35580,domain_2,url_62,c_17,2013-08-27 13:37:16,1,0
v57432,visit_30879,visitor_27920,domain_2,url_76,c_06,2013-07-18 21:33:09,1,0
v57433,visit_39859,visitor_27920,domain_2,url_76,c_06,2013-07-19 08:40:14,1,0
v57434,visit_1848,visitor_1751,domain_2,url_117,c_32,2013-10-09 01:15:13,1,62
v57435,visit_8995,visitor_8478,domain_2,url_69,c_17,2013-11-16 12:54:19,1,6
v57436,visit_39860,visitor_35581,domain_2,url_137,c_02,2013-01-02 07:48:24,1,0
v57438,visit_39861,visitor_35582,domain_2,url_126,c_20,2013-12-25 07:32:20,1,0
v57441,visit_39864,visitor_35585,domain_2,url_28,c_01,2014-01-22 11:33:20,1,0
v57442,visit_1810,visitor_1714,domain_2,url_90,c_17,2013-02-02 06:47:20,1,548
v57443,visit_1810,visitor_1714,domain_2,url_33,c_17,2013-02-02 06:59:37,1,24
v57444,visit_8874,visitor_8365,domain_2,url_94,c_11,2013-12-22 22:42:11,1,3
v57449,visit_9000,visitor_8483,domain_2,url_117,c_11,2013-08-15 14:00:33,1,0
v57450,visit_1819,visitor_1722,domain_2,url_120,c_03,2013-07-18 05:42:45,1,4
v57451,visit_1819,visitor_1722,domain_2,url_59,c_03,2013-07-18 05:42:49,1,4
v57454,visit_8882,visitor_8373,domain_2,url_19,c_08,2013-05-18 20:15:52,1,235
v57455,visit_8884,visitor_8375,domain_2,url_42,c_26,2014-05-30 16:07:23,1,5
v57456,visit_39871,visitor_35591,domain_2,url_16,c_06,2013-06-04 00:16:55,1,123
v57464,visit_15083,visitor_14021,domain_2,url_56,c_11,2013-09-28 10:48:17,1,8
v57466,visit_26056,visitor_1891,domain_2,url_87,c_14,2013-01-28 07:54:36,1,72
v57470,visit_39877,visitor_35596,domain_2,url_67,c_12,2013-09-07 10:24:32,1,0
v57471,visit_8896,visitor_8386,domain_2,url_101,c_05,2013-11-11 23:01:48,1,20
v57472,visit_39878,visitor_35597,domain_2,url_22,c_11,2013-03-27 15:39:26,1,0
v57473,visit_39879,visitor_35598,domain_2,url_12,c_08,2013-12-06 16:44:06,1,0
v57474,visit_39880,visitor_23749,domain_2,url_141,c_01,2014-02-19 15:30:21,1,0
v57477,visit_39883,visitor_35600,domain_2,url_141,c_02,2013-01-07 10:45:09,1,0
v57478,visit_39884,visitor_35601,domain_2,url_68,c_18,2014-04-23 09:19:18,1,0
v57487,visit_39890,visitor_35607,domain_2,url_31,c_17,2013-12-15 13:05:42,1,0
v57488,visit_39891,visitor_27955,domain_2,url_98,c_17,2013-04-19 23:21:59,1,0
v57489,visit_30988,visitor_28012,domain_2,url_28,c_01,2013-07-31 20:39:35,1,53
v57490,visit_39892,visitor_35608,domain_2,url_50,c_18,2014-05-25 22:58:18,1,0
v57491,visit_39893,visitor_35609,domain_2,url_131,c_26,2013-09-08 13:17:02,1,0
v57495,visit_39895,visitor_35611,domain_2,url_81,c_06,2014-03-19 07:52:01,1,0
v57496,visit_39896,visitor_35612,domain_2,url_111,c_08,2013-08-14 22:46:21,1,0
v57497,visit_39897,visitor_19077,domain_2,url_26,c_12,2013-02-02 22:15:02,1,0
v57500,visit_1868,visitor_1771,domain_1,url_3,c_21,2014-05-16 05:41:44,0,2
v57501,visit_26184,visitor_1775,domain_2,url_69,c_17,2013-07-26 10:20:05,1,2
v57502,visit_26184,visitor_1775,domain_2,url_69,c_17,2013-07-26 10:20:09,1,0
v57504,visit_2531,visitor_2396,domain_1,url_2,c_11,2014-03-01 13:00:50,1,2
v57505,visit_2531,visitor_2396,domain_1,url_7,c_11,2014-03-01 13:10:02,1,3
v57508,visit_35515,visitor_31913,domain_2,url_96,c_05,2014-04-19 15:37:06,1,0
v57509,visit_39902,visitor_35617,domain_2,url_132,c_17,2013-01-23 14:44:13,1,0
v57510,visit_39903,visitor_35618,domain_2,url_89,c_22,2013-05-21 00:17:31,1,25
v57511,visit_15203,visitor_14129,domain_2,url_129,c_08,2014-03-26 05:08:15,1,17
v57513,visit_39905,visitor_35620,domain_2,url_39,c_12,2014-01-17 18:38:29,1,0
v57514,visit_39906,visitor_35621,domain_2,url_59,c_03,2013-11-22 06:45:26,1,0
v57516,visit_15126,visitor_8500,domain_1,url_6,c_21,2013-02-08 21:25:57,1,18
v57517,visit_20741,visitor_19085,domain_2,url_117,c_22,2013-10-21 07:41:13,1,0
v57519,visit_8928,visitor_8417,domain_1,url_4,c_21,2013-08-25 15:58:53,1,3
v57524,visit_8932,visitor_8421,domain_2,url_76,c_11,2013-06-29 09:46:33,1,254
v57526,visit_26106,visitor_1800,domain_2,url_21,c_11,2013-10-24 15:07:36,0,0
v57527,visit_39913,visitor_1800,domain_2,url_17,c_11,2013-11-03 13:10:59,1,34
v57528,visit_1906,visitor_1800,domain_2,url_57,c_11,2013-08-03 14:43:07,1,1566
v57529,visit_39914,visitor_1800,domain_1,url_7,c_11,2013-08-11 12:24:15,1,45
v57530,visit_39914,visitor_1800,domain_1,url_7,c_11,2013-08-11 12:25:00,0,63
v57531,visit_8935,visitor_8424,domain_2,url_96,c_05,2014-03-22 08:07:46,1,120
v57533,visit_39916,visitor_35629,domain_1,url_7,c_21,2013-10-19 00:44:47,1,0
v57534,visit_15138,visitor_14072,domain_1,url_10,c_21,2013-03-20 00:37:52,1,0
v57536,visit_39917,visitor_35630,domain_2,url_17,c_01,2014-03-27 10:58:55,1,2
v57537,visit_39918,visitor_35631,domain_2,url_106,c_12,2013-08-13 17:52:42,1,4
v57539,visit_1914,visitor_1807,domain_2,url_109,c_03,2014-03-08 04:07:50,1,3
v57540,visit_8945,visitor_8434,domain_2,url_58,c_14,2013-11-25 05:28:17,1,1058
v57541,visit_9030,visitor_8509,domain_2,url_36,c_05,2013-01-18 21:36:02,1,28
v57542,visit_26191,visitor_23852,domain_2,url_49,c_02,2013-04-28 20:56:59,1,0
v57543,visit_15216,visitor_14140,domain_2,url_52,c_06,2014-02-05 10:28:56,1,240
v57544,visit_15216,visitor_14140,domain_2,url_125,c_06,2014-02-05 10:35:03,1,59
v57545,visit_39919,visitor_35632,domain_1,url_4,c_21,2013-12-16 15:59:12,1,6
v57546,visit_39920,visitor_35633,domain_2,url_32,c_27,2013-08-18 19:07:32,1,112
v57547,visit_9031,visitor_8510,domain_2,url_31,c_17,2013-10-10 23:26:07,1,292
v57548,visit_39921,visitor_35634,domain_2,url_105,c_31,2013-03-26 21:46:11,1,0
v57549,visit_1905,visitor_1800,domain_2,url_21,c_11,2013-11-24 13:11:40,1,31
v57550,visit_39922,visitor_35635,domain_2,url_108,c_11,2014-05-16 13:47:16,1,0
v57554,visit_39925,visitor_2407,domain_2,url_111,c_11,2013-02-06 16:28:54,1,0
v57555,visit_39926,visitor_35638,domain_2,url_106,c_12,2013-08-19 09:29:19,1,93
v57557,visit_39928,visitor_35640,domain_2,url_28,c_01,2014-03-01 14:56:35,1,0
v57558,visit_20771,visitor_19113,domain_2,url_36,c_05,2013-04-16 15:05:28,1,2
v57559,visit_20771,visitor_19113,domain_2,url_36,c_05,2013-04-16 15:05:30,1,51
v57561,visit_39930,visitor_35642,domain_2,url_50,c_11,2014-05-29 12:30:09,1,0
v57562,visit_1935,visitor_1828,domain_1,url_2,c_14,2013-10-30 11:24:48,0,5
v57563,visit_1935,visitor_1828,domain_1,url_9,c_14,2013-10-30 11:38:32,1,92
v57564,visit_26119,visitor_1828,domain_1,url_8,c_14,2013-10-11 17:12:48,1,945
v57565,visit_1937,visitor_1828,domain_2,url_77,c_14,2014-02-07 15:09:14,1,8
v57566,visit_9472,visitor_1828,domain_2,url_77,c_14,2014-02-08 09:53:54,1,3
